100000 2700
16644 2393 414
16645 4001 743
16646 6220 918
16647 11390 208
16648 11079 665
16649 1409 556
16650 13854 87
16651 403 834
16652 3754 858
16653 7493 205
16654 14663 374
16655 10180 195
16656 504 414
16657 8647 884
16658 3913 522
16659 14767 917
16660 9741 649
16661 8053 320
16662 1206 403
16663 13568 244
16664 121 626
16665 10020 7
16666 2235 832
16667 13477 703
16668 13919 214
16669 2873 117
16670 11913 822
16671 6703 558
16672 1827 23
16673 13433 234
16674 5761 412
16675 5479 472
16676 1273 401
16677 15281 559
16678 3541 650
16679 1170 55
16680 13828 978
16681 10579 525
16682 2208 288
16683 4099 263
16684 5778 974
16685 9142 780
16686 14137 923
16687 14581 708
16688 4487 366
16689 13516 532
16690 11149 300
16691 12530 67
16692 13894 450
16693 5520 348
16694 15469 254
16695 11291 134
16696 16338 389
16697 319 770
16698 1952 24
16699 3118 299
16700 8199 510
16701 3920 225
16702 3028 281
16703 8938 393
16704 9393 531
16705 6162 458
16706 4177 784
16707 13378 351
16708 5544 567
16709 8426 948
16710 9682 589
16711 14673 715
16712 1069 728
16713 6963 612
16714 1508 803
16715 13991 884
16716 4454 426
16717 2525 918
16718 13615 842
16719 7482 256
16720 9073 195
16721 40 366
16722 4981 534
16723 10051 741
16724 2153 35
16725 10820 855
16726 11763 680
16727 628 529
16728 14705 847
16729 11070 825
16730 13921 500
16731 1647 620
16732 14635 438
16733 4277 883
16734 14435 483
16735 9254 833
16736 36 702
16737 13454 454
16738 5288 131
16739 584 962
16740 15692 485
16741 13219 349
16742 340 908
16743 9336 789
16744 6256 982
16745 1697 275
16746 9402 906
16747 5447 739
16748 8820 198
16749 6146 722
16750 16543 957
16751 8276 961
16752 10457 954
16753 11120 655
16754 2430 108
16755 10422 448
16756 14488 380
16757 4569 821
16758 6555 921
16759 9359 520
16760 11434 79
16761 12810 713
16762 5135 786
16763 14471 868
16764 13583 489
16765 2649 852
16766 11216 507
16767 3264 387
16768 2794 313
16769 16025 513
16770 16688 713
16771 6335 815
16772 11559 524
16773 9597 770
16774 4904 303
16775 16244 980
16776 10838 50
16777 10236 141
16778 4821 37
16779 12657 522
16780 14925 162
16781 10724 998
16782 13112 194
16783 8140 14
16784 5024 648
16785 8377 585
16786 9296 770
16787 16182 440
16788 5555 495
16789 15059 371
16790 846 755
16791 5919 418
16792 8446 541
16793 8531 142
16794 4360 345
16795 15067 774
16796 11132 576
16797 15365 71
16798 3482 488
16799 10971 373
16800 10969 161
16801 639 836
16802 13293 252
16803 16238 749
16804 10017 582
16805 8449 123
16806 5644 564
16807 8693 874
16808 1969 368
16809 7104 730
16810 13265 376
16811 6416 383
16812 12187 918
16813 13498 829
16814 14597 736
16815 12271 599
16816 16543 778
16817 3695 21
16818 517 762
16819 8667 602
16820 13220 157
16821 15100 832
16822 5435 196
16823 2800 587
16824 9655 708
16825 4561 826
16826 9186 804
16827 13313 11
16828 5227 602
16829 9432 641
16830 6523 553
16831 3247 264
16832 14084 56
16833 7465 711
16834 3037 734
16835 13952 900
16836 11276 788
16837 6660 98
16838 3351 155
16839 12047 145
16840 12926 443
16841 3872 378
16842 13038 475
16843 8116 435
16844 2458 227
16845 4758 31
16846 5366 114
16847 4567 994
16848 10006 718
16849 815 168
16850 9638 741
16851 1741 149
16852 9744 162
16853 8076 37
16854 11112 819
16855 5837 888
16856 1553 155
16857 11049 369
16858 15167 182
16859 6337 820
16860 9030 16
16861 9913 818
16862 12676 358
16863 14553 559
16864 15459 190
16865 12119 631
16866 5588 890
16867 13038 397
16868 2438 281
16869 7446 119
16870 638 870
16871 14817 360
16872 9939 773
16873 9419 3
16874 14560 519
16875 6639 212
16876 6099 835
16877 11295 538
16878 13203 811
16879 6360 643
16880 12454 72
16881 2869 808
16882 1705 978
16883 11666 688
16884 3893 32
16885 15081 117
16886 3989 796
16887 10387 958
16888 4487 420
16889 8165 27
16890 13793 470
16891 8090 174
16892 13128 14
16893 2753 713
16894 10099 557
16895 15509 7
16896 1905 64
16897 1791 355
16898 13010 973
16899 13672 778
16900 13898 305
16901 176 143
16902 4818 229
16903 9076 157
16904 689 166
16905 388 451
16906 16809 170
16907 10026 109
16908 8937 720
16909 2393 697
16910 5207 80
16911 16576 15
16912 822 602
16913 1377 969
16914 1953 887
16915 6291 84
16916 6606 648
16917 6026 179
16918 15871 629
16919 7064 706
16920 6330 253
16921 13309 140
16922 322 498
16923 15888 77
16924 12317 493
16925 4812 207
16926 11446 345
16927 11517 812
16928 16818 941
16929 6755 332
16930 10322 776
16931 13864 75
16932 1902 307
16933 4171 137
16934 13715 477
16935 14605 826
16936 2137 27
16937 15231 217
16938 14818 896
16939 7270 52
16940 10741 362
16941 4863 988
16942 9303 659
16943 10394 505
16944 14302 15
16945 12894 752
16946 4781 454
16947 9419 457
16948 10999 787
16949 10903 430
16950 3985 370
16951 116 913
16952 8308 101
16953 16082 474
16954 1285 86
16955 7347 96
16956 15914 616
16957 3438 742
16958 1433 374
16959 7653 474
16960 6536 248
16961 7186 653
16962 9991 256
16963 15150 626
16964 16670 640
16965 6769 924
16966 6757 807
16967 6769 694
16968 877 242
16969 16612 440
16970 5946 307
16971 14033 749
16972 11658 43
16973 8446 264
16974 9882 455
16975 12242 12
16976 3055 863
16977 4019 919
16978 7320 954
16979 11588 375
16980 7839 415
16981 4885 987
16982 14616 276
16983 12905 181
16984 5383 865
16985 16610 360
16986 14984 321
16987 14273 248
16988 13069 881
16989 11732 647
16990 3063 901
16991 10044 927
16992 13960 507
16993 9633 751
16994 785 879
16995 6833 420
16996 7232 690
16997 14323 756
16998 10962 998
16999 6595 405
17000 2030 339
17001 5285 872
17002 11034 166
17003 13749 967
17004 3620 929
17005 6536 439
17006 166 34
17007 11073 384
17008 16537 343
17009 10102 354
17010 8979 229
17011 9604 25
17012 11319 94
17013 3505 94
17014 9659 300
17015 12531 214
17016 15256 255
17017 2104 478
17018 1468 233
17019 7972 800
17020 101 277
17021 162 16
17022 9053 905
17023 7139 777
17024 2389 152
17025 4537 620
17026 4834 785
17027 2552 608
17028 3442 392
17029 12774 117
17030 7226 229
17031 16446 832
17032 7241 983
17033 10472 275
17034 10244 518
17035 5412 903
17036 2789 773
17037 8847 703
17038 1362 568
17039 2034 839
17040 6232 733
17041 9093 744
17042 451 983
17043 510 281
17044 16603 546
17045 3420 108
17046 11360 495
17047 14807 452
17048 16797 610
17049 16299 733
17050 7992 767
17051 12547 587
17052 4963 987
17053 4854 546
17054 1522 925
17055 12432 945
17056 7030 341
17057 9294 584
17058 15363 543
17059 1296 507
17060 9051 330
17061 5594 890
17062 6257 453
17063 40 63
17064 11821 486
17065 14571 876
17066 15339 119
17067 8765 949
17068 9278 118
17069 16521 189
17070 11050 484
17071 1503 342
17072 16408 815
17073 4179 761
17074 9858 949
17075 11821 343
17076 11838 557
17077 10678 701
17078 407 330
17079 9908 485
17080 3776 841
17081 2372 87
17082 6442 217
17083 12114 985
17084 9759 473
17085 1023 411
17086 13582 749
17087 13253 345
17088 5067 152
17089 9507 3
17090 13344 40
17091 8438 807
17092 9626 362
17093 221 634
17094 7048 656
17095 10051 423
17096 8214 371
17097 6098 846
17098 6689 95
17099 13141 292
17100 11729 367
17101 4958 747
17102 9691 928
17103 12457 584
17104 15903 84
17105 9343 280
17106 9845 784
17107 10316 643
17108 10720 631
17109 2108 131
17110 12460 269
17111 11802 720
17112 8116 555
17113 9221 599
17114 9847 800
17115 16117 415
17116 9575 93
17117 16071 486
17118 3421 753
17119 16815 466
17120 3471 457
17121 13731 580
17122 510 975
17123 3350 850
17124 6369 84
17125 4760 208
17126 11233 446
17127 2148 839
17128 16518 779
17129 13963 348
17130 2412 329
17131 11174 525
17132 1688 486
17133 8423 992
17134 7870 200
17135 16500 367
17136 17062 906
17137 2195 712
17138 15782 524
17139 14567 104
17140 4254 828
17141 3937 646
17142 7776 567
17143 15289 55
17144 14057 182
17145 15329 147
17146 16574 772
17147 1188 851
17148 2961 996
17149 2940 918
17150 16644 632
17151 15897 712
17152 10730 515
17153 15617 452
17154 5342 655
17155 10682 135
17156 1017 98
17157 7570 49
17158 9200 87
17159 4497 88
17160 3397 935
17161 8320 125
17162 7498 648
17163 9929 98
17164 10959 407
17165 8799 715
17166 13669 731
17167 7888 641
17168 5102 361
17169 4060 183
17170 16200 269
17171 725 333
17172 17170 766
17173 3616 282
17174 16780 937
17175 16406 242
17176 1030 67
17177 13080 131
17178 13804 962
17179 9331 565
17180 9067 792
17181 2117 58
17182 14025 181
17183 4699 641
17184 2548 735
17185 4426 479
17186 8210 412
17187 14467 524
17188 5831 325
17189 4390 484
17190 9486 302
17191 16373 241
17192 3735 858
17193 12517 160
17194 195 460
17195 16337 652
17196 6517 444
17197 6029 449
17198 9592 910
17199 16144 916
17200 16315 121
17201 15779 536
17202 4033 249
17203 5692 129
17204 2970 67
17205 4677 504
17206 2299 751
17207 2141 29
17208 2412 113
17209 15023 802
17210 2137 872
17211 8758 919
17212 14363 32
17213 8462 379
17214 16124 578
17215 544 134
17216 12196 438
17217 7745 340
17218 2389 258
17219 10158 377
17220 2383 244
17221 2869 680
17222 16858 556
17223 10131 879
17224 10032 993
17225 1596 353
17226 7741 93
17227 15081 901
17228 11943 636
17229 671 307
17230 6562 108
17231 6602 152
17232 6720 789
17233 2441 196
17234 11800 811
17235 9413 248
17236 9119 425
17237 10296 23
17238 12270 609
17239 2441 16
17240 11358 459
17241 15968 455
17242 6765 155
17243 11108 571
17244 833 822
17245 23 808
17246 2591 710
17247 6286 702
17248 782 143
17249 8851 56
17250 9034 348
17251 12140 76
17252 11052 742
17253 9543 473
17254 16662 940
17255 11700 136
17256 12886 784
17257 16793 686
17258 8060 780
17259 12704 547
17260 16453 505
17261 6391 900
17262 5650 789
17263 12273 267
17264 330 951
17265 13967 804
17266 13608 652
17267 3620 99
17268 12422 623
17269 4406 684
17270 11639 806
17271 11401 847
17272 2645 797
17273 6275 878
17274 17126 522
17275 5132 605
17276 1529 299
17277 7107 828
17278 2953 695
17279 4326 992
17280 6692 956
17281 12205 300
17282 777 332
17283 8849 987
17284 5738 544
17285 3199 158
17286 561 702
17287 16979 824
17288 3962 679
17289 16673 469
17290 7146 80
17291 8956 266
17292 2227 247
17293 11759 452
17294 9691 832
17295 11495 880
17296 4530 860
17297 16040 649
17298 11636 17
17299 3415 130
17300 8080 958
17301 16709 132
17302 1075 399
17303 16044 999
17304 9553 853
17305 13184 571
17306 8358 755
17307 16717 686
17308 342 650
17309 11781 919
17310 1480 690
17311 7995 602
17312 14330 185
17313 6633 384
17314 9511 789
17315 4816 337
17316 4841 290
17317 15286 88
17318 15726 16
17319 664 136
17320 12179 245
17321 16242 334
17322 16961 354
17323 10216 55
17324 12947 943
17325 11036 999
17326 14020 208
17327 12423 233
17328 3471 244
17329 7823 265
17330 3229 761
17331 10326 874
17332 7037 412
17333 11287 716
17334 15091 96
17335 11737 1
17336 11588 649
17337 2469 781
17338 5940 138
17339 3765 643
17340 1876 832
17341 16689 337
17342 15122 704
17343 9625 152
17344 5395 928
17345 7486 345
17346 16208 438
17347 3311 984
17348 6267 653
17349 11302 345
17350 15356 838
17351 17243 325
17352 14155 502
17353 4647 344
17354 3901 730
17355 2725 234
17356 280 9
17357 988 546
17358 15591 861
17359 6860 782
17360 8177 295
17361 13767 520
17362 2972 158
17363 12766 631
17364 6034 399
17365 1668 53
17366 13161 388
17367 2663 937
17368 5534 358
17369 14923 217
17370 1675 454
17371 6326 523
17372 4003 141
17373 3471 89
17374 11226 430
17375 16848 878
17376 15853 41
17377 7544 11
17378 10068 506
17379 4317 653
17380 4592 950
17381 6471 558
17382 260 45
17383 5750 694
17384 3529 983
17385 7174 576
17386 10623 461
17387 11971 42
17388 14944 511
17389 10750 731
17390 5278 874
17391 1841 877
17392 15392 712
17393 7878 864
17394 10646 432
17395 5250 712
17396 2117 937
17397 2825 893
17398 16921 862
17399 10174 645
17400 831 561
17401 10218 833
17402 3039 552
17403 16847 868
17404 7521 688
17405 285 368
17406 8439 589
17407 10927 339
17408 1843 727
17409 8596 59
17410 7522 853
17411 17074 266
17412 245 483
17413 4312 561
17414 12047 20
17415 9137 293
17416 5667 861
17417 9992 510
17418 5298 627
17419 8790 191
17420 6536 992
17421 10189 414
17422 10056 576
17423 3235 17
17424 10338 379
17425 8553 624
17426 7441 510
17427 11508 492
17428 11251 818
17429 11156 13
17430 6062 52
17431 14674 128
17432 12353 780
17433 12957 755
17434 4563 420
17435 7728 67
17436 12466 453
17437 14590 602
17438 9648 594
17439 1311 554
17440 4072 338
17441 2612 944
17442 7118 1
17443 8486 66
17444 13431 78
17445 4308 783
17446 17142 524
17447 16895 78
17448 11115 756
17449 4056 177
17450 1075 242
17451 3870 55
17452 13668 336
17453 8353 302
17454 2260 125
17455 8795 111
17456 15290 511
17457 7919 464
17458 12967 339
17459 15854 521
17460 16478 503
17461 7768 517
17462 11871 80
17463 11648 32
17464 782 374
17465 1844 456
17466 12646 864
17467 1322 840
17468 971 878
17469 10852 607
17470 3771 499
17471 707 491
17472 3386 193
17473 2151 293
17474 5190 923
17475 620 754
17476 7744 190
17477 4263 389
17478 4448 488
17479 9381 455
17480 12261 722
17481 13549 386
17482 5063 500
17483 13621 946
17484 11874 803
17485 9175 693
17486 305 840
17487 14272 106
17488 6697 64
17489 8842 107
17490 15732 474
17491 1080 182
17492 410 423
17493 9400 314
17494 4036 415
17495 13900 279
17496 7421 582
17497 14131 96
17498 1850 233
17499 5247 699
17500 2596 213
17501 9306 676
17502 15972 321
17503 8075 166
17504 9601 220
17505 13096 798
17506 7356 240
17507 256 932
17508 1668 893
17509 3058 61
17510 1460 852
17511 816 6
17512 4052 39
17513 15511 19
17514 9163 620
17515 1418 596
17516 5229 476
17517 15883 980
17518 2049 261
17519 10254 449
17520 9698 54
17521 9770 184
17522 943 808
17523 4148 538
17524 197 620
17525 14980 838
17526 9045 720
17527 16817 112
17528 207 183
17529 355 849
17530 7049 871
17531 5867 988
17532 15907 375
17533 11257 134
17534 9627 2
17535 16559 229
17536 10090 256
17537 3226 106
17538 14437 109
17539 11183 289
17540 8515 798
17541 4912 999
17542 9729 943
17543 3392 598
17544 9969 340
17545 6098 323
17546 6388 167
17547 10031 769
17548 289 337
17549 13949 73
17550 6262 315
17551 11649 800
17552 11074 522
17553 8719 695
17554 10876 247
17555 6402 333
17556 6360 34
17557 16547 182
17558 367 26
17559 14921 224
17560 11142 8
17561 15037 651
17562 6055 957
17563 4058 374
17564 5515 258
17565 8237 765
17566 13046 367
17567 3998 264
17568 13444 416
17569 5118 225
17570 10525 113
17571 3163 160
17572 11712 4
17573 408 638
17574 3872 300
17575 8878 534
17576 17344 622
17577 13862 275
17578 10879 96
17579 10771 198
17580 2651 633
17581 3865 663
17582 3933 219
17583 6550 870
17584 5658 51
17585 3052 308
17586 13843 154
17587 300 698
17588 1504 404
17589 11104 541
17590 12417 232
17591 15592 867
17592 1824 295
17593 10600 983
17594 10299 310
17595 8633 631
17596 15688 932
17597 1749 599
17598 161 280
17599 17050 712
17600 1375 541
17601 10123 729
17602 6544 755
17603 11378 163
17604 10998 494
17605 8172 946
17606 5386 127
17607 2087 199
17608 7203 52
17609 3998 565
17610 13210 152
17611 6200 149
17612 10194 959
17613 16908 309
17614 355 737
17615 5016 609
17616 15644 2
17617 200 545
17618 4668 506
17619 7741 416
17620 7670 49
17621 17230 231
17622 6075 645
17623 4090 981
17624 1944 284
17625 3866 897
17626 7247 363
17627 17276 637
17628 3576 42
17629 16863 21
17630 3581 918
17631 12943 401
17632 16105 860
17633 1448 737
17634 16736 375
17635 737 701
17636 5115 41
17637 4585 963
17638 1701 95
17639 5827 146
17640 14954 921
17641 17135 371
17642 16192 815
17643 17060 283
17644 17394 563
17645 15708 67
17646 743 869
17647 6104 980
17648 5061 707
17649 12585 594
17650 10512 463
17651 2880 431
17652 6875 977
17653 13714 290
17654 8037 992
17655 15601 875
17656 5992 478
17657 7374 203
17658 4388 23
17659 1121 69
17660 11362 340
17661 17577 219
17662 1841 825
17663 8971 109
17664 14223 552
17665 2524 659
17666 16082 146
17667 15377 590
17668 10028 230
17669 14092 304
17670 6101 478
17671 12256 444
17672 8137 542
17673 14750 106
17674 12826 741
17675 3572 480
17676 14647 821
17677 6077 84
17678 2264 792
17679 12913 746
17680 17476 16
17681 15883 100
17682 2537 449
17683 9637 600
17684 6562 579
17685 7413 176
17686 6533 959
17687 15954 31
17688 13786 990
17689 1810 316
17690 6379 538
17691 9604 835
17692 14062 249
17693 2777 767
17694 13028 304
17695 12131 336
17696 12762 51
17697 15572 676
17698 4082 918
17699 8374 873
17700 8659 316
17701 5335 465
17702 15872 800
17703 3306 689
17704 2883 50
17705 5285 773
17706 16937 314
17707 13339 53
17708 8190 859
17709 17330 884
17710 5999 707
17711 1833 690
17712 3356 511
17713 6316 661
17714 6801 837
17715 7729 52
17716 14021 991
17717 14896 162
17718 10241 859
17719 10898 514
17720 6423 61
17721 12713 137
17722 9426 569
17723 12487 586
17724 11963 692
17725 17161 940
17726 3078 868
17727 16965 201
17728 13584 790
17729 3871 109
17730 2502 196
17731 16249 41
17732 4359 298
17733 3833 969
17734 4164 257
17735 9895 925
17736 11426 50
17737 5035 31
17738 16230 966
17739 12683 943
17740 7223 255
17741 16388 83
17742 17443 526
17743 13901 294
17744 7477 772
17745 8498 931
17746 8430 638
17747 14482 939
17748 7432 401
17749 3714 310
17750 9770 478
17751 14712 367
17752 12413 797
17753 3095 692
17754 14157 234
17755 12905 367
17756 12316 250
17757 13273 318
17758 4198 934
17759 11639 746
17760 7867 457
17761 11103 947
17762 2819 974
17763 17610 759
17764 7084 150
17765 12278 842
17766 11442 140
17767 15151 288
17768 7558 562
17769 16167 229
17770 328 990
17771 543 227
17772 10615 805
17773 6873 519
17774 10966 919
17775 14810 47
17776 1178 662
17777 5912 434
17778 13223 750
17779 8801 73
17780 5353 489
17781 7558 742
17782 6304 253
17783 12710 507
17784 7393 2
17785 972 434
17786 886 405
17787 5490 56
17788 2774 479
17789 11868 895
17790 16338 617
17791 8258 572
17792 12441 99
17793 8598 700
17794 917 910
17795 14088 834
17796 10690 137
17797 3193 313
17798 846 339
17799 4164 613
17800 3546 521
17801 12462 54
17802 10834 308
17803 12393 625
17804 13295 547
17805 6416 114
17806 7500 830
17807 8984 941
17808 9206 330
17809 13741 561
17810 12255 764
17811 15142 115
17812 13918 359
17813 7034 639
17814 8908 816
17815 10979 488
17816 1757 626
17817 16297 167
17818 10073 234
17819 4434 808
17820 2923 164
17821 16699 856
17822 9548 933
17823 2438 865
17824 13272 413
17825 15123 814
17826 5357 884
17827 15207 797
17828 14339 75
17829 6457 448
17830 9484 823
17831 4549 411
17832 6014 846
17833 5819 776
17834 5327 855
17835 17273 199
17836 16306 46
17837 649 189
17838 13445 936
17839 8372 688
17840 390 324
17841 49 437
17842 2404 540
17843 11970 995
17844 14090 548
17845 580 737
17846 5678 24
17847 148 309
17848 3029 424
17849 16748 512
17850 6629 142
17851 5108 707
17852 16863 51
17853 2687 834
17854 5482 655
17855 12332 885
17856 16185 568
17857 11810 726
17858 7273 611
17859 8397 767
17860 1806 918
17861 11375 307
17862 12104 72
17863 15517 991
17864 7611 319
17865 11650 201
17866 17421 592
17867 14125 869
17868 15617 302
17869 4138 159
17870 12696 468
17871 12844 73
17872 7253 62
17873 4130 898
17874 8474 354
17875 9088 44
17876 17593 704
17877 7735 154
17878 14202 235
17879 4830 542
17880 12631 317
17881 16036 105
17882 12591 435
17883 7887 7
17884 6472 709
17885 1671 492
17886 14891 2
17887 14716 860
17888 17282 422
17889 13885 338
17890 5490 910
17891 10581 337
17892 14322 184
17893 16543 648
17894 15700 650
17895 12934 644
17896 17160 648
17897 16322 102
17898 8748 94
17899 5463 164
17900 9281 144
17901 2317 229
17902 9522 425
17903 17652 791
17904 10232 787
17905 15211 689
17906 11475 668
17907 596 667
17908 14953 178
17909 12798 214
17910 12401 128
17911 5979 10
17912 4594 908
17913 8662 772
17914 12591 391
17915 9797 169
17916 9931 379
17917 11969 508
17918 10045 285
17919 4327 299
17920 7239 964
17921 14125 933
17922 7420 456
17923 13992 220
17924 7424 105
17925 10813 795
17926 10725 583
17927 10923 919
17928 1496 36
17929 5511 268
17930 5850 561
17931 1407 677
17932 11993 253
17933 8528 460
17934 806 437
17935 2049 356
17936 5314 550
17937 4824 870
17938 6090 211
17939 10254 346
17940 4124 537
17941 16232 453
17942 11126 711
17943 9117 444
17944 15479 194
17945 2764 13
17946 1475 746
17947 5457 205
17948 6922 281
17949 8512 38
17950 5654 181
17951 16510 682
17952 1336 506
17953 10614 337
17954 2432 426
17955 15847 328
17956 3020 464
17957 13492 676
17958 9255 333
17959 8132 8
17960 5824 60
17961 12935 571
17962 13200 205
17963 2972 793
17964 8318 608
17965 14948 187
17966 16402 837
17967 8110 723
17968 12536 258
17969 9089 499
17970 2231 284
17971 10415 867
17972 12738 531
17973 9483 264
17974 5311 788
17975 11237 720
17976 11605 631
17977 725 53
17978 5490 972
17979 7279 209
17980 5076 485
17981 4682 134
17982 12243 292
17983 7645 385
17984 6765 307
17985 15541 92
17986 6831 933
17987 17535 198
17988 15218 37
17989 16235 51
17990 7352 239
17991 14231 852
17992 16577 457
17993 2933 717
17994 7890 260
17995 3230 940
17996 6327 878
17997 2864 66
17998 1723 295
17999 9656 139
18000 5220 482
18001 11153 225
18002 9412 528
18003 16296 403
18004 12633 330
18005 10283 400
18006 9350 936
18007 4046 435
18008 12447 742
18009 7737 507
18010 7421 701
18011 6795 528
18012 1705 716
18013 3420 350
18014 4905 668
18015 15996 404
18016 5180 147
18017 6219 102
18018 10905 627
18019 3043 857
18020 11647 162
18021 11397 75
18022 17735 786
18023 4227 879
18024 16441 246
18025 4568 425
18026 15322 419
18027 4038 584
18028 11077 187
18029 4099 339
18030 11722 527
18031 3304 892
18032 17587 4
18033 4130 156
18034 10014 70
18035 9358 820
18036 8648 775
18037 1058 746
18038 10079 332
18039 14431 553
18040 2551 629
18041 1847 574
18042 14132 650
18043 15448 778
18044 14095 942
18045 7947 853
18046 7483 148
18047 4106 262
18048 3457 123
18049 13488 850
18050 9329 217
18051 10247 751
18052 7434 682
18053 2652 983
18054 12584 588
18055 13141 230
18056 15922 935
18057 3071 913
18058 9353 998
18059 9039 152
18060 16753 288
18061 2159 831
18062 16770 194
18063 7236 482
18064 7891 702
18065 2580 197
18066 2928 575
18067 9911 377
18068 5879 988
18069 12449 311
18070 10027 419
18071 15254 440
18072 17572 744
18073 6418 477
18074 2676 203
18075 13884 541
18076 4153 15
18077 3784 136
18078 11283 406
18079 5310 597
18080 14648 663
18081 8620 29
18082 15546 927
18083 4927 474
18084 10686 429
18085 15924 660
18086 5176 50
18087 6727 249
18088 4063 696
18089 12618 553
18090 8501 812
18091 2604 777
18092 725 550
18093 854 467
18094 578 69
18095 8255 343
18096 7023 598
18097 16985 594
18098 9839 854
18099 16304 728
18100 8949 131
18101 6670 467
18102 9443 116
18103 4913 185
18104 6631 969
18105 10993 213
18106 16908 102
18107 17269 103
18108 17184 435
18109 10682 276
18110 6130 635
18111 17832 188
18112 9825 43
18113 15060 7
18114 16834 653
18115 17308 214
18116 17647 217
18117 988 48
18118 13552 644
18119 11646 325
18120 16674 227
18121 7460 760
18122 13365 936
18123 8079 964
18124 10891 527
18125 4608 984
18126 8270 1
18127 15283 545
18128 10933 193
18129 6726 601
18130 6729 823
18131 1676 860
18132 1746 258
18133 1171 706
18134 9084 778
18135 5287 720
18136 901 577
18137 14049 346
18138 9901 570
18139 14943 814
18140 4278 557
18141 13955 160
18142 9086 57
18143 2058 956
18144 14591 320
18145 5099 64
18146 1380 735
18147 12112 233
18148 3378 506
18149 15147 745
18150 13051 868
18151 15047 585
18152 15353 965
18153 9139 856
18154 945 817
18155 16110 29
18156 867 675
18157 15762 846
18158 12830 957
18159 8009 103
18160 677 274
18161 16937 439
18162 15716 860
18163 11509 869
18164 614 243
18165 10030 69
18166 14482 155
18167 2191 493
18168 504 558
18169 15244 776
18170 11181 284
18171 9739 658
18172 12297 326
18173 7023 397
18174 12079 40
18175 14113 510
18176 9957 848
18177 554 573
18178 2962 475
18179 17697 616
18180 1961 986
18181 6461 682
18182 5402 457
18183 1165 985
18184 3453 500
18185 17682 163
18186 9553 300
18187 10830 280
18188 6952 659
18189 7203 737
18190 4899 537
18191 853 541
18192 8954 467
18193 3242 984
18194 16560 374
18195 5864 172
18196 14704 508
18197 8804 980
18198 10561 270
18199 6493 855
18200 8880 817
18201 10491 244
18202 16248 25
18203 258 961
18204 4886 130
18205 4238 94
18206 12740 95
18207 1930 40
18208 15146 483
18209 6295 537
18210 2289 965
18211 2411 65
18212 13128 307
18213 4788 736
18214 4882 971
18215 2370 548
18216 14791 99
18217 770 371
18218 6058 836
18219 9444 914
18220 10914 577
18221 8677 616
18222 11555 401
18223 15085 915
18224 1723 758
18225 5332 822
18226 5129 802
18227 9134 267
18228 1164 277
18229 11515 63
18230 11060 846
18231 16440 452
18232 10443 472
18233 12635 91
18234 8916 670
18235 9082 771
18236 7412 453
18237 9028 215
18238 15729 515
18239 12787 613
18240 893 507
18241 9449 65
18242 1131 785
18243 1100 499
18244 7834 683
18245 13544 120
18246 786 31
18247 17100 360
18248 13145 184
18249 17107 526
18250 4416 696
18251 5910 473
18252 11557 147
18253 10353 305
18254 11225 535
18255 18242 491
18256 2784 543
18257 7419 748
18258 13393 471
18259 13836 814
18260 1702 144
18261 1407 613
18262 8617 243
18263 15406 519
18264 13134 585
18265 14615 680
18266 1509 552
18267 2986 872
18268 2308 481
18269 8196 526
18270 17031 301
18271 12198 770
18272 7698 428
18273 11332 476
18274 4517 380
18275 157 334
18276 18271 559
18277 5601 94
18278 16837 287
18279 2515 692
18280 2714 56
18281 9929 173
18282 4568 93
18283 18211 827
18284 14362 253
18285 13144 218
18286 9325 104
18287 17953 978
18288 496 4
18289 16395 227
18290 17666 724
18291 2771 557
18292 10667 307
18293 12929 205
18294 7177 845
18295 3014 47
18296 16936 24
18297 17296 493
18298 11045 961
18299 7438 968
18300 11516 568
18301 3418 845
18302 9185 328
18303 6480 756
18304 3919 913
18305 11728 495
18306 8856 953
18307 2759 57
18308 6300 594
18309 16993 261
18310 11817 637
18311 13916 181
18312 16904 685
18313 5182 292
18314 3405 925
18315 6750 62
18316 1875 575
18317 6400 315
18318 4471 357
18319 15802 121
18320 5972 380
18321 10757 205
18322 4091 92
18323 6609 658
18324 8062 540
18325 9167 88
18326 17132 560
18327 2068 880
18328 1209 659
18329 6411 647
18330 1405 304
18331 4745 952
18332 13385 945
18333 17838 471
18334 5857 636
18335 12189 134
18336 15584 87
18337 13378 783
18338 16764 231
18339 17791 838
18340 17983 390
18341 7688 789
18342 2213 218
18343 13722 860
18344 2372 108
18345 14090 267
18346 10890 425
18347 15572 900
18348 15962 335
18349 12064 227
18350 5726 883
18351 6035 691
18352 3384 776
18353 5336 392
18354 7849 642
18355 2883 965
18356 3132 941
18357 10482 332
18358 13071 948
18359 17644 704
18360 3992 868
18361 3171 185
18362 14719 832
18363 2723 426
18364 9774 547
18365 18283 364
18366 8478 736
18367 17803 481
18368 6104 263
18369 1239 242
18370 13129 601
18371 5638 50
18372 8752 209
18373 12811 22
18374 18174 229
18375 4132 398
18376 4274 863
18377 689 465
18378 6595 205
18379 16949 705
18380 16323 83
18381 17615 493
18382 9875 316
18383 7876 729
18384 4962 693
18385 5844 939
18386 3225 799
18387 5295 138
18388 13042 172
18389 8191 369
18390 9025 644
18391 4016 220
18392 294 407
18393 10153 76
18394 10998 462
18395 2575 196
18396 17160 359
18397 8885 610
18398 363 986
18399 4554 12
18400 1694 349
18401 770 234
18402 13317 533
18403 3856 229
18404 14597 571
18405 9810 280
